"sentence","verb","frame","voice","polarity","conditional","Mean","low.ci","high.ci","SD","C"
"A particular person didn\'t exclaim to have a particular thing.","exclaim","to_VPstative","active","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person didn\'t expect to do a particular thing.","expect","to_VPeventive","active","negative","False",0.6,0.1,0.1,0.210818510677892,10
"A particular person didn\'t expect to have a particular thing.","expect","to_VPstative","active","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person didn\'t fail to do a particular thing.","fail","to_VPeventive","active","negative","False",0.9,0.15,0.1,0.210818510677892,10
"A particular person didn\'t fail to have a particular thing.","fail","to_VPstative","active","negative","False",0.9,0.15,0.1,0.210818510677892,10
"A particular person didn\'t fancy to do a particular thing.","fancy","to_VPeventive","active","negative","False",0.4,0.2,0.2,0.316227766016838,10
"A particular person didn\'t fancy to have a particular thing.","fancy","to_VPstative","active","negative","False",0.25,0.2,0.25,0.353553390593274,10
"A particular person didn\'t fantasize to have a particular thing.","fantasize","to_VPstative","active","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person didn\'t fear to do a particular thing.","fear","to_VPeventive","active","negative","False",0.75,0.15,0.15,0.263523138347365,10
"A particular person didn\'t feign to have a particular thing.","feign","to_VPstative","active","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person didn\'t fess up to have a particular thing.","fess_up","to_VPstative","active","negative","False",0.45,0.15,0.15,0.283823106098773,10
"A particular person didn\'t fight to do a particular thing.","fight","to_VPeventive","active","negative","False",0.5,0.2,0.2,0.333333333333333,10
"A particular person didn\'t fight to have a particular thing.","fight","to_VPstative","active","negative","False",0.45,0.15,0.15,0.283823106098773,10
"A particular person didn\'t forbid to do a particular thing.","forbid","to_VPeventive","active","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person didn\'t force to do a particular thing.","force","to_VPeventive","active","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person didn\'t forget to do a particular thing.","forget","to_VPeventive","active","negative","False",0.95,0.1,0.05,0.158113883008419,10
"A particular person didn\'t forget to have a particular thing.","forget","to_VPstative","active","negative","False",0.95,0.1,0.05,0.158113883008419,10
"A particular person didn\'t fuss to have a particular thing.","fuss","to_VPstative","active","negative","False",0.6,0.25,0.25,0.394405318873308,10
"A particular person didn\'t gamble to do a particular thing.","gamble","to_VPeventive","active","negative","False",0.25,0.15,0.15,0.263523138347365,10
"A particular person didn\'t gamble to have a particular thing.","gamble","to_VPstative","active","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person didn\'t get to do a particular thing.","get","to_VPeventive","active","negative","False",0.05,0.05,0.1,0.158113883008419,10
"A particular person didn\'t get to have a particular thing.","get","to_VPstative","active","negative","False",0.1,0.1,0.2,0.316227766016838,10
"A particular person didn\'t gloat to have a particular thing.","gloat","to_VPstative","active","negative","False",0.65,0.2,0.2,0.337474278855276,10
"A particular person didn\'t go to do a particular thing.","go","to_VPeventive","active","negative","False",0.1,0.1,0.2,0.316227766016838,10
"A particular person didn\'t growl to do a particular thing.","growl","to_VPeventive","active","negative","False",0.5,0.15,0.15,0.235702260395516,10
"A particular person didn\'t grunt to do a particular thing.","grunt","to_VPeventive","active","negative","False",0.6,0.1,0.15,0.210818510677892,10
"A particular person didn\'t guarantee to have a particular thing.","guarantee","to_VPstative","active","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person didn\'t hanker to do a particular thing.","hanker","to_VPeventive","active","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person didn\'t hanker to have a particular thing.","hanker","to_VPstative","active","negative","False",0.45,0.15,0.15,0.283823106098773,10
"A particular person didn\'t happen to do a particular thing.","happen","to_VPeventive","active","negative","False",0.111111111111111,0.111111111111111,0.166666666666667,0.220479275922049,9
"A particular person didn\'t happen to have a particular thing.","happen","to_VPstative","active","negative","False",0.05,0.05,0.1,0.158113883008419,10
"A particular person didn\'t hasten to do a particular thing.","hasten","to_VPeventive","active","negative","False",0.75,0.15,0.15,0.263523138347365,10
"A particular person didn\'t hate to do a particular thing.","hate","to_VPeventive","active","negative","False",0.65,0.2,0.2,0.337474278855276,10
"A particular person didn\'t hate to have a particular thing.","hate","to_VPstative","active","negative","False",0.85,0.15,0.15,0.241522945769824,10
"A particular person didn\'t help to do a particular thing.","help","to_VPeventive","active","negative","False",0.1,0.1,0.2,0.316227766016838,10
"A particular person didn\'t hesitate to do a particular thing.","hesitate","to_VPeventive","active","negative","False",1,0,0,0,10
"A particular person didn\'t hesitate to have a particular thing.","hesitate","to_VPstative","active","negative","False",0.944444444444444,0.111111111111111,0.0555555555555556,0.166666666666667,9
"A particular person didn\'t hint to do a particular thing.","hint","to_VPeventive","active","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person didn\'t hint to have a particular thing.","hint","to_VPstative","active","negative","False",0.4,0.15,0.151249999999999,0.316227766016838,10
"A particular person didn\'t holler to do a particular thing.","holler","to_VPeventive","active","negative","False",0.55,0.15,0.15,0.283823106098773,10
"A particular person didn\'t holler to have a particular thing.","holler","to_VPstative","active","negative","False",0.45,0.15,0.15,0.283823106098773,10
"A particular person didn\'t hope to do a particular thing.","hope","to_VPeventive","active","negative","False",0.35,0.15,0.101249999999999,0.241522945769824,10
"A particular person didn\'t hope to have a particular thing.","hope","to_VPstative","active","negative","False",0.333333333333333,0.166666666666667,0.166666666666667,0.25,9
"A particular person didn\'t hound to have a particular thing.","hound","to_VPstative","active","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person didn\'t hunger to do a particular thing.","hunger","to_VPeventive","active","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person didn\'t hunger to have a particular thing.","hunger","to_VPstative","active","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person didn\'t hustle to do a particular thing.","hustle","to_VPeventive","active","negative","False",0.5,0.15,0.15,0.235702260395516,10
"A particular person didn\'t hustle to have a particular thing.","hustle","to_VPstative","active","negative","False",0.35,0.2,0.2,0.337474278855276,10
"A particular person didn\'t imagine to do a particular thing.","imagine","to_VPeventive","active","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person didn\'t imply to do a particular thing.","imply","to_VPeventive","active","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person didn\'t infer to do a particular thing.","infer","to_VPeventive","active","negative","False",0.35,0.2,0.2,0.337474278855276,10
"A particular person didn\'t insinuate to have a particular thing.","insinuate","to_VPstative","active","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person didn\'t insist to do a particular thing.","insist","to_VPeventive","active","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person didn\'t insist to have a particular thing.","insist","to_VPstative","active","negative","False",0.388888888888889,0.166666666666667,0.111111111111111,0.220479275922049,9
"A particular person didn\'t inspire to do a particular thing.","inspire","to_VPeventive","active","negative","False",0.35,0.2,0.2,0.337474278855276,10
"A particular person didn\'t inspire to have a particular thing.","inspire","to_VPstative","active","negative","False",0.35,0.15,0.1,0.241522945769824,10
"A particular person didn\'t instruct to do a particular thing.","instruct","to_VPeventive","active","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person didn\'t intend to do a particular thing.","intend","to_VPeventive","active","negative","False",0.6,0.2,0.2,0.316227766016838,10
"A particular person didn\'t intend to have a particular thing.","intend","to_VPstative","active","negative","False",0.65,0.2,0.2,0.337474278855276,10
"A particular person didn\'t interview to do a particular thing.","interview","to_VPeventive","active","negative","False",0.3,0.25,0.251249999999999,0.421637021355784,10
"A particular person didn\'t joke to do a particular thing.","joke","to_VPeventive","active","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person didn\'t joke to have a particular thing.","joke","to_VPstative","active","negative","False",0.45,0.15,0.15,0.283823106098773,10
"A particular person didn\'t jump to do a particular thing.","jump","to_VPeventive","active","negative","False",0.25,0.15,0.15,0.263523138347365,10
"A particular person didn\'t know to do a particular thing.","know","to_VPeventive","active","negative","False",0.277777777777778,0.166666666666667,0.166666666666667,0.263523138347365,9
